fecha_hora,sensor_id,temperature,humidity,co2,pressure
2025-12-03 22:20:04.476273,3,20.97353162249864,74.71743632448747,888.9194272208431,1010.65843634506
2025-12-03 22:20:04.476273,3,29.878877802020895,68.82797255054543,1270.6819688866003,1014.24386126879
2025-12-03 22:20:04.476273,3,28.43777417432134,53.48973886924065,1425.6882540641793,1016.2371294401999
2025-12-03 22:20:04.476273,3,19.052327592120633,69.1018603714329,1185.5710064758764,1013.3954365229595
2025-12-03 22:20:04.476273,3,30.07543257507607,64.49228061114763,526.3007845241391,1015.6552588858863
2025-12-03 22:20:04.476273,3,25.528343023339435,62.20851363183491,1026.300118803692,1015.126456123151
2025-12-03 22:20:04.476273,3,29.50166743212982,74.7088671623599,526.6667197156457,1012.2246297131469
2025-12-03 22:20:04.476273,3,19.713058453577705,40.871630169092086,802.7443387753399,1011.7980894261899
2025-12-03 22:20:04.476273,3,31.6223080774394,53.933866090351096,1076.9566606918452,1024.1590076814712
2025-12-03 22:20:04.476273,3,31.800185228455977,52.2678383622405,1459.3944786787085,1010.950427701649
2025-12-03 22:20:04.476273,3,18.317869903816906,73.44055078623535,1289.6916391577379,1013.7601135448068
2025-12-03 22:20:04.476273,3,21.252999366591457,46.056841951186975,871.6114034971054,1010.6799472271637
2025-12-03 22:20:04.476273,3,22.259464029670283,62.24022433201413,710.104097786312,1016.9111809642884
2025-12-03 22:20:04.476273,3,20.48680228719137,47.197991419036256,781.5284922657229,1021.7746626594303
2025-12-03 22:20:04.476273,3,21.9700287033391,61.13501109099086,1045.0134912214503,1024.49780749623
2025-12-03 22:20:04.476273,3,18.7010075229178,56.20671025392229,743.673859640175,1013.1370889963376
2025-12-03 22:20:04.476273,3,28.34240044532405,70.94568795338262,452.1801928609612,1019.6930199487565
2025-12-03 22:20:04.476273,3,26.03016533685156,40.653706205771506,534.0507294695105,1022.9951958383209
2025-12-03 22:20:04.476273,3,28.876092284310303,47.47591706547061,1404.1925682513797,1013.1656467132262
2025-12-03 22:20:04.476273,3,31.158704234262668,66.502379871388,840.7607309964864,1019.1079846227624
2025-12-03 22:20:04.476273,3,26.893359280087655,48.24895716712077,846.5901706605508,1013.3217091265564
2025-12-03 22:20:04.476273,3,27.339394625193947,51.206005164157816,810.0433459203791,1015.0497939527078
2025-12-03 22:20:04.476273,3,24.639923986680497,62.18278959082734,871.3649574344449,1011.2573642840844
2025-12-03 22:20:04.476273,3,29.706562853027226,49.926590798081065,704.0136771869372,1023.6587157786001
2025-12-03 22:20:04.476273,3,23.764356380584793,68.94977579533835,930.3115367601024,1017.0076999651537
2025-12-03 22:20:04.476273,3,27.093979968419887,49.28392839547557,1443.4921119379644,1017.4750025314445
2025-12-03 22:20:04.476273,3,20.008358213249192,71.64489940588948,574.0929474932381,1019.1026470853443
2025-12-03 22:20:04.476273,3,21.427333964348065,73.24508684467452,971.07270364105,1022.104385303443
2025-12-03 22:20:04.476273,3,18.68124107488629,53.44585094554873,1355.302448268736,1014.8021362769052
2025-12-03 22:20:04.476273,3,26.65319805272479,40.6654101856691,1403.7556249694378,1010.5995910122434
