fecha_hora,sensor_id,laeq,lai,laimax
2025-12-03 22:20:04.483022,2,80.72936455524564,70.30967332035007,93.50468972315818
2025-12-03 22:20:04.483022,2,52.60403438343289,38.03808784756337,74.02355720628846
2025-12-03 22:20:04.483022,7,79.73533945803933,59.96193647633766,75.841265442065
2025-12-03 22:20:04.483022,11,72.74896900980563,58.3395588166706,89.06423432524525
2025-12-03 22:20:04.483022,11,78.0532383919039,70.07610081706483,89.49545546478589
2025-12-03 22:20:04.483022,11,46.23224005525691,43.942701617285366,69.27669968670827
2025-12-03 22:20:04.483022,2,61.86897520049806,62.68237308392967,73.64425850146725
2025-12-03 22:20:04.483022,7,75.21430263526125,68.47593606198075,85.26791427125943
2025-12-03 22:20:04.483022,2,78.81930773739485,79.10099546221423,60.27399594812232
2025-12-03 22:20:04.483022,7,52.01365711930369,62.821293317248475,74.56797823680107
2025-12-03 22:20:04.483022,2,68.60628639637036,58.601233945170705,61.1199906402924
2025-12-03 22:20:04.483022,11,42.11671439288338,64.30798027433889,68.35563490632379
2025-12-03 22:20:04.483022,11,45.50252551730823,49.055174086900124,90.24272138039166
2025-12-03 22:20:04.483022,7,71.26329415797599,60.78411267481726,98.04742659325557
2025-12-03 22:20:04.483022,11,56.47060273814322,34.438557668820216,83.54720648931455
2025-12-03 22:20:04.483022,11,45.94888183087468,61.87448276594037,65.32005638198757
2025-12-03 22:20:04.483022,11,78.42719913613254,48.898654382210296,86.20858653398224
2025-12-03 22:20:04.483022,7,54.28679636333652,64.77906971958251,80.70628393716004
2025-12-03 22:20:04.483022,7,51.53434033100719,64.52946672724742,76.54060511531762
2025-12-03 22:20:04.483022,2,66.77112464533909,49.920670269640084,77.47434754267056
2025-12-03 22:20:04.483022,11,60.46000115654745,65.85946841394572,92.81721811589026
2025-12-03 22:20:04.483022,2,67.41698601627944,58.872827488011566,64.12247304231347
2025-12-03 22:20:04.483022,2,59.075800191187504,38.60356032161187,61.874922169941506
2025-12-03 22:20:04.483022,11,60.793303278711385,34.37960420168192,98.36517976078893
2025-12-03 22:20:04.483022,11,43.77448120258265,70.86029536555534,91.6178523415693
2025-12-03 22:20:04.483022,11,52.64427012706712,41.612747816997185,90.72251260273433
2025-12-03 22:20:04.483022,11,60.96368319279317,79.64924072231933,66.44848703800935
2025-12-03 22:20:04.483022,11,53.33895374805038,60.571914804656586,98.48518919607005
2025-12-03 22:20:04.483022,11,41.960545155393,65.82627105640108,83.5606879507005
2025-12-03 22:20:04.483022,2,62.058538827480845,54.75651493370475,93.17981913162986
2025-12-03 22:20:04.483022,2,83.64595470296064,64.75446463472392,85.01579199510803
2025-12-03 22:20:04.483022,7,56.34730303211896,72.5824569949505,69.47831479580753
2025-12-03 22:20:04.483022,7,68.04476972121572,61.31946072411776,96.39358750865455
2025-12-03 22:20:04.483022,11,63.903691902690824,59.113068576940364,89.79268940016406
2025-12-03 22:20:04.483022,11,53.02242880470187,31.626045934595272,87.94593152825811
2025-12-03 22:20:04.483022,11,63.17829490378067,69.3035990422764,62.22057417635588
2025-12-03 22:20:04.483022,7,89.52849140685453,60.37012414479057,83.26619798796649
